,OTU,#,counts total,Group,Kingdom,Phylum,Class,Order,Family,Genus,Species
1939,OTU,15377,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
866,OTU,15414,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1821,OTU,15431,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1524,OTU,15512,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
1587,OTU,15517,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2054,OTU,15530,,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
1519,OTU,15535,,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
541,OTU,15626,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
791,OTU,15635,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
595,OTU,15655,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
2190,OTU,15670,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
1988,OTU,15686,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
846,OTU,15691,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
1100,OTU,15720,,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
1428,OTU,15727,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
527,OTU,15745,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
952,OTU,15750,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
715,OTU,15752,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
77,OTU,15762,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
274,OTU,15770,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
183,OTU,15789,,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
1530,OTU,15831,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
1268,OTU,15841,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
288,OTU,15851,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
427,OTU,15853,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
1326,OTU,15857,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
1403,OTU,15858,,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
1034,OTU,15859,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
670,OTU,15860,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
1831,OTU,15864,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Haliangiaceae,,
1683,OTU,15868,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,,,
1598,OTU,15874,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
2195,OTU,15891,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,,
594,OTU,15924,,1,Bacteria,Acidobacteria,Acidobacteria-6,iii1-15,,,
716,OTU,15926,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
2173,OTU,15936,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Sinobacteraceae,,
2172,OTU,15938,,1,Bacteria,Actinobacteria,Thermoleophilia,Gaiellales,Gaiellaceae,,
2131,OTU,15958,,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],auto67,,
1022,OTU,15963,,1,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,,
1503,OTU,15994,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
2255,OTU,16021,,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],Ellin517,,
202,OTU,16031,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
85,OTU,16032,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
125,OTU,16033,,1,Bacteria,Verrucomicrobia,[Pedosphaerae],[Pedosphaerales],,,
438,OTU,16037,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
631,OTU,16039,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
821,OTU,16041,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
833,OTU,16042,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
995,OTU,16046,,1,Bacteria,Acidobacteria,[Chloracidobacteria],24-Nov,,,
160,OTU,16049,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
272,OTU,16053,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
2258,OTU,16054,,1,Bacteria,Nitrospirae,Nitrospira,Nitrospirales,0319-6A21,,
1045,OTU,16056,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
424,OTU,16057,,1,Bacteria,Planctomycetes,028H05-P-BN-P5,,,,
2259,OTU,16059,,1,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,,
1404,OTU,16060,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
1448,OTU,16061,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
946,OTU,16067,,1,Bacteria,Acidobacteria,[Chloracidobacteria],24-Nov,,,
976,OTU,16104,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
374,OTU,16106,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
1898,OTU,16109,,1,Bacteria,Planctomycetes,028H05-P-BN-P5,,,,
266,OTU,16120,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
1930,OTU,16122,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
2128,OTU,16127,,1,Bacteria,Verrucomicrobia,[Spartobacteria],[Chthoniobacterales],[Chthoniobacteraceae],,
570,OTU,16128,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
1056,OTU,16188,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
1762,OTU,16242,,1,Bacteria,Planctomycetes,C6,d113,,,
601,OTU,16244,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
358,OTU,16285,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
509,OTU,16288,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
2244,OTU,16346,,1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Dyella,
637,OTU,16380,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
572,OTU,16385,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
1610,OTU,16402,,1,Bacteria,Planctomycetes,OM190,agg27,,,
1199,OTU,16407,,1,Bacteria,BRC1,PRR-11,,,,
1862,OTU,16415,,1,Bacteria,Planctomycetes,OM190,agg27,,,
1378,OTU,16418,,1,Bacteria,Planctomycetes,OM190,agg27,,,
1954,OTU,16429,,1,Bacteria,Acidobacteria,[Chloracidobacteria],RB41,,,
1614,OTU,16432,,1,Bacteria,Planctomycetes,OM190,agg27,,,
2177,OTU,16441,,1,Bacteria,Planctomycetes,OM190,agg27,,,
1880,OTU,16461,,1,Bacteria,Planctomycetes,OM190,agg27,,,
1700,OTU,16462,,1,Bacteria,Planctomycetes,OM190,agg27,,,
2100,OTU,16481,,1,Bacteria,Planctomycetes,OM190,agg27,,,
2282,OTU,16486,,1,Bacteria,Planctomycetes,OM190,agg27,,,
1540,OTU,16507,,1,Bacteria,Planctomycetes,OM190,agg27,,,
1943,OTU,16510,,1,Bacteria,Planctomycetes,OM190,agg27,,,
2304,OTU,16529,,1,Bacteria,BRC1,PRR-11,,,,
1548,OTU,16623,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
1842,OTU,16631,,1,Bacteria,Planctomycetes,OM190,agg27,,,
118,OTU,16644,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,
1243,OTU,16645,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,exedens
730,OTU,16653,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,
2288,OTU,16655,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
1457,OTU,16660,,1,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
645,OTU,16669,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,
1282,OTU,16672,,1,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
1846,OTU,16678,,1,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
1205,OTU,16680,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
802,OTU,16682,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
1411,OTU,16683,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
1401,OTU,16685,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
1807,OTU,16690,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
1902,OTU,16696,,1,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
74,OTU,16699,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2002,OTU,16703,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],,,
1875,OTU,16704,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Plesiocystis,
1167,OTU,16705,,1,Bacteria,Actinobacteria,Actinobacteria,Actinomycetales,Pseudonocardiaceae,Pseudonocardia,
1917,OTU,16721,,1,Bacteria,Chloroflexi,Thermomicrobia,JG30-KF-CM45,,,
76,OTU,16757,,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
2154,OTU,16788,,1,Bacteria,Elusimicrobia,Elusimicrobia,IIb,,,
2030,OTU,16853,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,,,
814,OTU,16892,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
179,OTU,16946,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
1788,OTU,16949,,1,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Nannocystaceae,Nannocystis,
2025,OTU,16955,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Chitinophaga,
741,OTU,16972,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
2196,OTU,17104,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,,
360,OTU,17106,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
1790,OTU,17107,,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
279,OTU,17115,,1,Bacteria,Bacteroidetes,Sphingobacteriia,Sphingobacteriales,,,
456,OTU,17116,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Niabella,
764,OTU,17118,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,Flavisolibacter,
303,OTU,17119,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
330,OTU,17120,,1,Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Chitinophagaceae,,
